UTM X,UTM Y,CO2_value,Nombre de la zona,Lat,Lon
286808.83,2168529.91,675.84,Escalera ,19.600385572647212,-101.03264096742741
286811.4688,2168531.0,577.28,Escalera ,19.600395700585807,-101.03261594363349
286805.36,2168526.59,125.532,Escalera ,19.600355215360793,-101.03267365943601
286807.0938,2168533.5,1636.8,Escalera ,19.600417808597438,-101.03265792054779
286807.32,2168526.3,20.218,Escalera ,19.600352807015728,-101.03265494795752
286811.28,2168523.9,25.256,Escalera ,19.600331557516522,-101.03261693730909
286810.48,2168521.57,5.3108,Escalera ,19.600310428390745,-101.03262429685361
286809.69,2168519.31,14.0404,Escalera ,19.60028993253636,-101.0326315690399
286812.8125,2168520.5,27.5,Escalera ,19.600301015619443,-101.03260194700142
286813.18,2168524.44,29.854,Escalera ,19.600336638755877,-101.03259889179759
286809.6875,2168524.25,13.2132,Escalera ,19.60033454726408,-101.03263215336024
286816.13,2168527.39,21.912,Escalera ,19.600363598508842,-101.0325711133385
286817.35,2168530.03,10.7184,Escalera ,19.6003875725191,-101.03255978640414
286818.3,2168533.39,16825.6,Escalera ,19.60041802008887,-101.03255111422557
286814.7,2168535.78,19.9628,Escalera ,19.600439217995568,-101.0325856929931
286817.94,2168536.17,435.028,Escalera ,19.600443088606635,-101.03255486039642
286815.32,2168538.31,527.56,Escalera ,19.60046213404142,-101.03258007151142
286812.64,2168528.36,1029.16,Escalera ,19.60037198368653,-101.0326044826958
286813.27,2168530.43,1145.32,Escalera ,19.600390746375,-101.03259871372806
286810.34,2168531.74,1318.24,Escalera ,19.600402262429167,-101.03262678493162
286804.34,2168531.7,170.104,Escalera ,19.600401256010603,-101.03268395971936
286811.79,2168537.3,5.7288,Escalera ,19.600452632790457,-101.03261359743358
286811.98,2168539.5,410.432,Escalera ,19.600472522246978,-101.03261203636737
286812.66,2168538.7,155.408,Escalera ,19.60046537026345,-101.03260546527258
286813.79,2168537.79,670.56,Escalera ,19.60045727321427,-101.0325945932467
286813.49,2168540.45,199.188,Escalera ,19.60048126441672,-101.03259775401698
286815.86,2168540.09,28.7848,Escalera ,19.60047826795333,-101.03257512732596
286814.71,2168543.65,11.154,Escalera ,19.60051029599924,-101.03258649061743
286817.48,2168542.64,77.44,Escalera ,19.60050147214952,-101.032559978217
286817.4375,2168540.25,4.554,Escalera ,19.600479882591063,-101.0325601120734
286825.41,2168538.89,7.2556,Escalera ,19.600468457127224,-101.03248398070384
286818.875,2168537.25,13.0108,Escalera ,19.60045294302589,-101.03254607248181
286818.75,2168543.75,5.7288,Escalera ,19.60051163353046,-101.03254800118886
286813.9375,2168553.25,1.3442,Escalera ,19.600596914144216,-101.03259494167764
286812.6875,2168545.5,4.3692,Escalera ,19.600526786575696,-101.03260597473086
286805.99,2168542.68,17.3756,Escalera ,19.60050059793505,-101.03266948123508
286804.5938,2168535.75,2.1956,Escalera ,19.600437860371866,-101.03268200056355
286839.25,2168555.5,19.3336,Escalera ,19.600619956310204,-101.0323539713308
286837.375,2168557.0,18.0004,Escalera ,19.60063330178889,-101.03237201006976
286835.4063,2168559.75,31.8076,Escalera ,19.600657926412413,-101.03239108357529
286839.8438,2168562.0,11.0044,Escalera ,19.600678724101996,-101.03234904988005
286834.7188,2168555.0,2.27392,Escalera ,19.600614953456127,-101.03239709649893
286820.7813,2168556.5,2.04072,Escalera ,19.600627001984925,-101.03253008968436
286791.5625,2168516.0,29.414,Escalera ,19.600258089435883,-101.03280394636637
286798.8438,2168510.5,276.232,Escalera ,19.600209199848198,-101.03273393239905
286801.2813,2168521.5,373.956,Escalera ,19.600308807081717,-101.03271195143867
286800.5625,2168514.75,74.008,Escalera ,19.600247768005485,-101.03271803562718
286796.625,2168510.75,67.716,Escalera ,19.60021121910232,-101.03275510565426
286791.5938,2168509.75,5214.0,Escalera ,19.60020164670835,-101.03280293889553
286806.625,2168513.25,300.608,Escalera ,19.600234872831823,-101.03266009054634
286813.25,2168514.75,1436.16,Escalera ,19.600249132248827,-101.0325971252916
286792.9375,2168508.0,1200.76,Escalera ,19.600185986295013,-101.03278993503208
286760.375,2168505.5,14.5244,Escalera ,19.600159906043757,-101.03309996781272
286761.2188,2168505.0,621.72,Escalera ,19.600155481107148,-101.03309186976502
286769.0,2168491.0,14.9996,Escalera ,19.60002987871833,-101.03301612720314
286754.8125,2168478.0,48.796,Escalera ,19.599910945029645,-101.03314985680075
286758.6563,2168476.0,8.2764,Escalera ,19.599893295682747,-101.0331129989704
286765.125,2168446.5,4.23148,Escalera ,19.59962756583944,-101.03304800552057
286766.0313,2168443.0,147.444,Escalera ,19.59959605349652,-101.03303897145025
286765.0625,2168459.0,1.93028,Escalera ,19.599740451294174,-101.0330500196357
286781.375,2168444.75,28.1512,Escalera ,19.599613508455825,-101.03289294704155
286777.75,2168432.75,11.7436,Escalera ,19.599504742136745,-101.03292613104199
286772.3125,2168423.25,8.2368,Escalera ,19.599418359337744,-101.0329768715008
286777.125,2168422.0,29.964,Escalera ,19.599407587644976,-101.03293086736367
286772.6563,2168408.25,201.652,Escalera ,19.599282925686715,-101.03297189304119
286760.9375,2168403.0,8.6988,Escalera ,19.599234250719284,-101.03308297532497
286758.9688,2168395.5,18.9816,Escalera ,19.599166303689803,-101.03310088557534
286763.25,2168394.5,32.406,Escalera ,19.599157732729356,-101.0330599730649
286756.1563,2168388.75,34.7776,Escalera ,19.599105039443508,-101.03312692217597
286758.5625,2168380.75,12.8876,Escalera ,19.599033047222456,-101.03310308371694
